pesticide_name	food_type	limi_mg_kg
플로니카미드	호프	20
플로니카미드	홍화씨	0.05
플로르피록시펜벤질	쌀	0.05
플로릴피콕사미드	감	0.2
플로릴피콕사미드	건삼	0.07
플로릴피콕사미드	고추	0.7
플로릴피콕사미드	고춧잎	30
플로릴피콕사미드	대두	0.03
플로릴피콕사미드	대추	3
플로릴피콕사미드	들깻잎	20
플로릴피콕사미드	딸기	0.5
플로릴피콕사미드	마늘	0.03
플로릴피콕사미드	매실	0.3
플로릴피콕사미드	멜론	0.2
플로릴피콕사미드	복숭아	0.3
플로릴피콕사미드	사과	0.6
플로릴피콕사미드	살구	1.5
플로릴피콕사미드	상추	15
플로릴피콕사미드	수박	0.1
플로릴피콕사미드	수삼	0.03
플로릴피콕사미드	양상추	15
플로릴피콕사미드	양파	0.05
플로릴피콕사미드	오이	0.2
플로릴피콕사미드	자두	0.1
플로릴피콕사미드	참깨	0.07
플로릴피콕사미드	참외	0.3
플로릴피콕사미드	토마토	1.5
플로릴피콕사미드	파	2
플로릴피콕사미드	포도	3
플로릴피콕사미드	풋마늘	0.5
플로릴피콕사미드	풋콩	0.7
플로릴피콕사미드	피망	0.7
플로릴피콕사미드	호박	0.07
플로릴피콕사미드	호박잎	15
플로메토퀸	가지	0.7
플로메토퀸	감귤	0.1
플로메토퀸	고추	2
플로메토퀸	딸기	0.5
플로메토퀸	멜론	0.2
플로메토퀸	배추	2
플로메토퀸	부추	1
플로메토퀸	수박	0.05
플로메토퀸	엇갈이배추	7
플로메토퀸	엽채류	2
플로메토퀸	오이	0.5
플로메토퀸	참외	0.3
플로메토퀸	토마토	0.7
플로메토퀸	파	3
플로메토퀸	피망	2
플로메토퀸	호박	0.07
플로메토퀸	호박잎	15
플루디옥소닐	가지	0.3
플루디옥소닐	감귤	10
플루디옥소닐	감귤류	10
플루디옥소닐	감자	5
플루디옥소닐	강낭콩	0.4
플루디옥소닐	갯개미자리	10
플루디옥소닐	건삼	4
플루디옥소닐	결명자	0.05
플루디옥소닐	고구마	5
플루디옥소닐	고려엉겅퀴	20
플루디옥소닐	고추	3
플루디옥소닐	고춧잎	3
플루디옥소닐	곡류	0.02
플루디옥소닐	구기자(건조)	0.5
플루디옥소닐	귀리	0.05
플루디옥소닐	근대	20
플루디옥소닐	당근	1.5
플루디옥소닐	대두	0.05
플루디옥소닐	대추	0.3
플루디옥소닐	대추(건조)	2
플루디옥소닐	더덕	5
플루디옥소닐	도라지	2
플루디옥소닐	들깻잎	40
플루디옥소닐	딸기	2
플루디옥소닐	땅콩	0.03
플루디옥소닐	리마콩(생)	0.4
플루디옥소닐	마	0.05
플루디옥소닐	마(건조)	0.1
플루디옥소닐	마늘	0.05
플루디옥소닐	망고	6
플루디옥소닐	머위	20
플루디옥소닐	멜론	0.2
플루디옥소닐	무(뿌리)	0.1
플루디옥소닐	무(잎)	10
플루디옥소닐	무화과	0.5
플루디옥소닐	미나리	10
플루디옥소닐	밀	0.5
플루디옥소닐	바나나	10
플루디옥소닐	바질	20
플루디옥소닐	배추	3
플루디옥소닐	복분자	5
플루디옥소닐	부추	7
플루디옥소닐	브로콜리	0.2
플루디옥소닐	블루베리	2
플루디옥소닐	비름나물	20
플루디옥소닐	비트(뿌리)	0.05
플루디옥소닐	비트(잎)	10
플루디옥소닐	사탕무	4
플루디옥소닐	상추	15
플루디옥소닐	셀러리	10
플루디옥소닐	수박	0.2
플루디옥소닐	수삼	0.5
플루디옥소닐	시금치	20
플루디옥소닐	쌀	0.02
플루디옥소닐	쑥갓	5
플루디옥소닐	아몬드	0.2
플루디옥소닐	알로에	1.5
플루디옥소닐	양배추	3
플루디옥소닐	양파	0.05
플루디옥소닐	엇갈이배추	7
플루디옥소닐	엽경채류	5
플루디옥소닐	엽채류	15
플루디옥소닐	오디	4
플루디옥소닐	오미자	2
플루디옥소닐	오미자(건조)	7
플루디옥소닐	오이	0.7
플루디옥소닐	옥수수	0.02
플루디옥소닐	완두	0.3
플루디옥소닐	유채	10
플루디옥소닐	유채씨	0.05
플루디옥소닐	인과류	5
플루디옥소닐	인삼농축액	3
플루디옥소닐	차	5
플루디옥소닐	참외	0.5
플루디옥소닐	초석잠	0.03
플루디옥소닐	취나물	15
플루디옥소닐	치커리	20
플루디옥소닐	키위	15
플루디옥소닐	토마토	1
플루디옥소닐	파	7
플루디옥소닐	파인애플	20
플루디옥소닐	파파야	1.5
플루디옥소닐	포도	5
플루디옥소닐	풋마늘	2
플루디옥소닐	풋콩	0.4
플루디옥소닐	피망	3
플루디옥소닐	피칸	0.01
플루디옥소닐	하늘마	0.5
플루디옥소닐	해바라기씨	0.5
플루디옥소닐	핵과류	5
플루디옥소닐	호박	0.2
플루디옥소닐	호박잎	25
플루디옥소닐	홍삼	1
플루디옥소닐	홍삼농축액	3
플루디옥소닐	홍화씨	1.5
플루록시피르	밀	0.15
플루메트린	소고기	0.2
플루메트린	우유	0.05
플루미옥사진	가금류고기	0.02
플루미옥사진	가금류부산물	0.02
플루미옥사진	가금류지방	0.02
플루미옥사진	감귤	0.1
플루미옥사진	대두	0.02
플루미옥사진	딸기	0.07
플루미옥사진	밀	0.4
플루미옥사진	사과	0.1
플루미옥사진	알	0.02
플루미옥사진	옥수수	0.02
플루미옥사진	유	0.02
플루미옥사진	포유류고기	0.02
플루미옥사진	포유류부산물	0.02
플루미옥사진	포유류지방	0.02
플루미옥사진	호프	0.05
플루벤디아마이드	감	0.5
플루벤디아마이드	감귤	1
플루벤디아마이드	견과류	0.1
플루벤디아마이드	고추	1
플루벤디아마이드	고추냉이(잎)	20
플루벤디아마이드	대두	0.1
플루벤디아마이드	대추	2
플루벤디아마이드	대추(건조)	7
플루벤디아마이드	들깻잎	15
플루벤디아마이드	딸기	1
플루벤디아마이드	매실	1
플루벤디아마이드	머위	15
플루벤디아마이드	멜론	1
플루벤디아마이드	무(뿌리)	0.05
플루벤디아마이드	무(잎)	7
플루벤디아마이드	배	1
플루벤디아마이드	배추	1
플루벤디아마이드	복숭아	0.7
플루벤디아마이드	부추	3
플루벤디아마이드	브로콜리	3
플루벤디아마이드	사과	1
플루벤디아마이드	상추	10
플루벤디아마이드	생강	0.5
플루벤디아마이드	수박	1
플루벤디아마이드	시금치	10
플루벤디아마이드	쌀	0.5
플루벤디아마이드	양배추	0.3
플루벤디아마이드	양상추	10
플루벤디아마이드	엇갈이배추	3
플루벤디아마이드	엽경채류	5
플루벤디아마이드	오이	1
플루벤디아마이드	옥수수	0.05
플루벤디아마이드	유	0.1
플루벤디아마이드	자두	1
플루벤디아마이드	차	50
플루벤디아마이드	참외	1
플루벤디아마이드	체리	2
플루벤디아마이드	취나물	20
플루벤디아마이드	케일	10
플루벤디아마이드	키위	1
플루벤디아마이드	토마토	0.7
플루벤디아마이드	파	3
플루벤디아마이드	포도	1
플루벤디아마이드	포유류고기	2
플루벤디아마이드	포유류부산물	1
플루벤디아마이드	풋콩	1
플루벤디아마이드	피망	1
플루설파마이드	감자	0.05
플루설파마이드	갓	0.05
플루설파마이드	무(뿌리)	0.05
플루설파마이드	무(잎)	0.05
플루설파마이드	배추	0.05
플루설파마이드	브로콜리	0.05
플루설파마이드	순무	0.03
플루설파마이드	양배추	0.2
플루설파마이드	엇갈이배추	0.05
플루설파마이드	청경채	0.05
플루설파마이드	케일	0.05
플루설파마이드	콜라비	0.05
플루세토설퓨론	쌀	0.1
플루실라졸	감귤	0.2
플루실라졸	고추	1
플루실라졸	달걀	0.01
플루실라졸	닭고기	0.01
플루실라졸	닭부산물	0.01
플루실라졸	대두	0.05
플루실라졸	대추	0.5
플루실라졸	대추(건조)	1
플루실라졸	딸기	0.5
플루실라졸	마늘	0.05
플루실라졸	마늘(건조)	0.2
플루실라졸	복숭아	0.5
플루실라졸	소고기	0.01
플루실라졸	소부산물	0.02
플루실라졸	소지방	0.01
플루실라졸	수박	0.05
플루실라졸	수삼	0.07
플루실라졸	오이	0.2
플루실라졸	우유	0.01
플루실라졸	인과류	0.3
플루실라졸	참외	0.2
플루실라졸	토마토	1
플루실라졸	포도	0.3
플루실라졸	풋마늘	2
플루실라졸	피망	1
플루아자인돌리진	수박	0.03
플루아자인돌리진	오이	0.03
플루아자인돌리진	참외	0.03
플루아자인돌리진	토마토	0.03
플루아지남	감	0.7
플루아지남	감귤	0.7
플루아지남	감자	0.05
플루아지남	갓	0.05
플루아지남	건삼	0.7
플루아지남	고들빼기	30
플루아지남	고려엉겅퀴	10
플루아지남	고추	5
플루아지남	고추냉이(뿌리)	0.03
플루아지남	구기자	1.5
플루아지남	구기자(건조)	15
플루아지남	녹두	0.1
플루아지남	녹차추출물	7
플루아지남	다채	0.05
플루아지남	당귀(잎)	2
플루아지남	대추	5
플루아지남	대추(건조)	10
플루아지남	딸기	5
플루아지남	땅콩	0.01
플루아지남	레몬	2
플루아지남	마	0.05
플루아지남	마(건조)	0.05
플루아지남	마가목(열매)	15
플루아지남	마늘	0.05
플루아지남	망고	0.5
플루아지남	매실	2
플루아지남	모과	2
플루아지남	무(뿌리)	0.05
플루아지남	무(잎)	5
플루아지남	배	1
플루아지남	배추	1
플루아지남	복분자	1
플루아지남	복숭아	1
플루아지남	부추	10
플루아지남	브로콜리	0.5
플루아지남	블루베리	5
플루아지남	비름나물	2
플루아지남	비트(뿌리)	0.07
플루아지남	비트(잎)	15
플루아지남	사과	0.3
플루아지남	산수유(건조)	1
플루아지남	살구	1
플루아지남	상추	0.03
플루아지남	생강	0.03
플루아지남	석류	2
플루아지남	수삼	0.7
플루아지남	시금치	0.03
플루아지남	쑥갓	0.05
플루아지남	아로니아	5
플루아지남	알로에	1
플루아지남	앵두	1
플루아지남	양배추	0.05
플루아지남	양상추	0.03
플루아지남	양파	0.05
플루아지남	어수리	0.05
플루아지남	엇갈이배추	3
플루아지남	엽경채류	7
플루아지남	오렌지	1
플루아지남	오이	0.2
플루아지남	옥수수	0.05
플루아지남	우엉	0.05
플루아지남	우엉잎	3
플루아지남	유자	0.5
플루아지남	자두	0.5
플루아지남	차	7
플루아지남	참깨	0.05
플루아지남	참나물	30
플루아지남	참외	0.05
플루아지남	청경채	0.05
플루아지남	체리	3
플루아지남	콜라비	0.4
플루아지남	파	7
플루아지남	파(건조)	10
플루아지남	파슬리	30
플루아지남	파파야	1.5
플루아지남	팥	0.07
플루아지남	패션프루트	5
플루아지남	포도	0.05
플루아지남	풋마늘	0.7
플루아지남	피망	5
플루아지남	호두	0.05
플루아지남	홍화씨	0.5
플루아지포프-뷰틸	감자	0.05
플루아지포프-뷰틸	강낭콩	0.03
플루아지포프-뷰틸	고구마	0.05
플루아지포프-뷰틸	고구마줄기	0.05
플루아지포프-뷰틸	고추	0.03
플루아지포프-뷰틸	녹두	0.03
플루아지포프-뷰틸	당근	0.05
플루아지포프-뷰틸	대두	0.05
플루아지포프-뷰틸	더덕	0.05
플루아지포프-뷰틸	도라지	0.05
플루아지포프-뷰틸	동부	0.03
플루아지포프-뷰틸	둥굴레(뿌리, 건조)	0.03
플루아지포프-뷰틸	들깻잎	0.05
플루아지포프-뷰틸	마늘	0.5
플루아지포프-뷰틸	무(뿌리)	0.05
플루아지포프-뷰틸	무(잎)	0.3
플루아지포프-뷰틸	미나리	0.05
플루아지포프-뷰틸	방아잎	0.05
플루아지포프-뷰틸	배추	0.7
플루아지포프-뷰틸	부추	0.03
플루아지포프-뷰틸	비트(뿌리)	0.03
플루아지포프-뷰틸	비트(잎)	0.03
플루아지포프-뷰틸	산마늘잎	1
플루아지포프-뷰틸	생강	0.05
플루아지포프-뷰틸	수박	0.3
플루아지포프-뷰틸	시금치	0.03
플루아지포프-뷰틸	양배추	0.05
플루아지포프-뷰틸	양파	0.05
플루아지포프-뷰틸	엇갈이배추	2
플루아지포프-뷰틸	오이	0.03
플루아지포프-뷰틸	우엉	0.03
플루아지포프-뷰틸	우엉잎	0.03
플루아지포프-뷰틸	참깨	0.1
플루아지포프-뷰틸	참외	0.1
플루아지포프-뷰틸	취나물	0.05
플루아지포프-뷰틸	케일	0.03
플루아지포프-뷰틸	파	0.2
플루아지포프-뷰틸	팥	0.03
플루아지포프-뷰틸	풋마늘	5
플루아지포프-뷰틸	풋콩	0.03
플루아지포프-뷰틸	호프	0.03
플루엔설폰	고추	0.2
플루엔설폰	멜론	0.05
플루엔설폰	상추	0.3
플루엔설폰	수박	0.05
플루엔설폰	양상추	0.3
플루엔설폰	오이	0.05
플루엔설폰	참외	0.05
플루엔설폰	토마토	0.05
플루엔설폰	피망	0.2
플루엔설폰	호박	0.05
플루엔설폰	호박잎	0.05
플루오피람	가지	2
플루오피람	감	0.5
플루오피람	감귤류	1
플루오피람	감자	0.1
플루오피람	건삼	3
플루오피람	견과류	0.04
플루오피람	고구마	0.03
플루오피람	고구마줄기	0.05
플루오피람	고추	3
플루오피람	근채류	0.03
플루오피람	녹두	0.5
플루오피람	당귀(잎)	20
플루오피람	당근	0.2
플루오피람	대추	3
플루오피람	더덕	0.05
플루오피람	두류	0.3
플루오피람	딸기	3
플루오피람	마	0.07
플루오피람	마(건조)	0.2
플루오피람	마늘	0.07
플루오피람	망고	0.3
플루오피람	매실	2
플루오피람	머위	20
플루오피람	멜론	0.6
플루오피람	면실	0.8
플루오피람	무(뿌리)	0.05
플루오피람	무(잎)	0.05
플루오피람	밀	0.9
플루오피람	바나나	0.8
플루오피람	배	0.7
플루오피람	배추	0.05
플루오피람	베리류	6
플루오피람	복숭아	0.4
플루오피람	부추	10
플루오피람	브로콜리	0.05
플루오피람	사과	0.7
플루오피람	상추	2
플루오피람	생강	0.07
플루오피람	수박	0.5
플루오피람	수삼	0.7
플루오피람	쌀	0.05
플루오피람	쑥갓	0.5
플루오피람	아욱	20
플루오피람	양상추	2
플루오피람	양파	0.05
플루오피람	엇갈이배추	0.05
플루오피람	엽경채류	0.2
플루오피람	엽채류	0.1
플루오피람	오디	5
플루오피람	오이	1
플루오피람	옥수수	0.02
플루오피람	우엉	0.07
플루오피람	우엉잎	0.3
플루오피람	유채씨	1
플루오피람	자두	0.5
플루오피람	참나물	0.2
플루오피람	참외	2
플루오피람	청경채	0.05
플루오피람	체리	0.6
플루오피람	취나물	0.2
플루오피람	커피원두	0.015
플루오피람	키위	2
플루오피람	토마토	2
플루오피람	파	1.5
플루오피람	팥	0.05
플루오피람	포도	5
플루오피람	풋마늘	0.5
플루오피람	풋콩	3
플루오피람	피망	3
플루오피람	호박	0.3
플루오피람	호프	50
플루오피콜라이드	가금류고기	0.01
플루오피콜라이드	가금류부산물	0.01
플루오피콜라이드	가금류지방	0.01
플루오피콜라이드	가지	0.2
플루오피콜라이드	감자	0.1
플루오피콜라이드	건삼	0.1
플루오피콜라이드	결구엽채류	5
플루오피콜라이드	고추	2
플루오피콜라이드	당근	0.2
플루오피콜라이드	대추	0.3
플루오피콜라이드	대추(건조)	0.7
플루오피콜라이드	들깨	1.5
플루오피콜라이드	딸기	0.5
플루오피콜라이드	마늘	0.05
플루오피콜라이드	멜론	0.4
플루오피콜라이드	무(뿌리)	0.05
플루오피콜라이드	배추	0.7
플루오피콜라이드	부추	7
플루오피콜라이드	사과	0.5
플루오피콜라이드	상추	7
플루오피콜라이드	생강	1
플루오피콜라이드	셀러리	20
플루오피콜라이드	수박	1
플루오피콜라이드	수삼	0.1
플루오피콜라이드	순무	0.2
플루오피콜라이드	알	0.01
플루오피콜라이드	양상추	7
플루오피콜라이드	양파	1
플루오피콜라이드	엇갈이배추	2
플루오피콜라이드	엽경채류	1.5
플루오피콜라이드	엽채류	7
플루오피콜라이드	오이	0.5
플루오피콜라이드	우엉	0.05
플루오피콜라이드	유	0.02
플루오피콜라이드	유채씨	0.7
플루오피콜라이드	참외	0.5
플루오피콜라이드	토마토	1.5
플루오피콜라이드	파	1.5
플루오피콜라이드	포도	1.5
플루오피콜라이드	포유류고기	0.01
플루오피콜라이드	포유류부산물	0.01
플루오피콜라이드	포유류지방	0.01
플루오피콜라이드	피망	2
플루오피콜라이드	해바라기씨	0.5
플루오피콜라이드	호프	15
플루옥사스트로빈	감자	0.01
플루옥사스트로빈	강낭콩	0.15
플루옥사스트로빈	대두	0.04
플루옥사스트로빈	밀	0.03
플루옥사스트로빈	보리	0.4
플루옥사스트로빈	수수	1.5
플루옥사스트로빈	옥수수	0.02
플루옥사스트로빈	완두	0.2
플루옥사스트로빈	유채씨	0.7
플루옥사피프롤린	감자	0.03
플루옥사피프롤린	고추	0.5
플루옥사피프롤린	고춧잎	15
플루옥사피프롤린	딸기	0.7
플루옥사피프롤린	멜론	0.2
플루옥사피프롤린	무(뿌리)	0.03
플루옥사피프롤린	무(잎)	2
플루옥사피프롤린	배추	0.5
플루옥사피프롤린	사과	0.3
플루옥사피프롤린	수박	0.05
플루옥사피프롤린	수삼	0.03
플루옥사피프롤린	양파	0.03
플루옥사피프롤린	엇갈이배추	1.5
플루옥사피프롤린	오이	0.2
플루옥사피프롤린	참외	0.07
플루옥사피프롤린	토마토	0.3
플루옥사피프롤린	파	0.5
플루옥사피프롤린	피망	0.5
플루인다피르	고추	0.03
플루인다피르	고춧잎	0.03
플루인다피르	당근	0.2
플루인다피르	대두	0.03
플루인다피르	마늘	0.03
플루인다피르	무(뿌리)	0.07
플루인다피르	무(잎)	5
플루인다피르	밀	0.03
플루인다피르	배추	1.5
플루인다피르	보리	0.03
플루인다피르	수삼	1.5
플루인다피르	쌀	0.05
플루인다피르	양파	0.03
플루인다피르	엇갈이배추	5
플루인다피르	오이	0.03
플루인다피르	참깨	0.5
플루인다피르	토마토	0.03
플루인다피르	파	0.7
플루인다피르	풋마늘	0.5
플루인다피르	풋콩	0.1
플루인다피르	피망	0.03
플루퀸코나졸	감	0.3
플루퀸코나졸	감귤	0.1
플루퀸코나졸	건삼	0.5
플루퀸코나졸	고추	0.7
플루퀸코나졸	근대	15
플루퀸코나졸	달래	3
플루퀸코나졸	대추	1
플루퀸코나졸	대추(건조)	1
플루퀸코나졸	더덕	0.2
플루퀸코나졸	들깻잎	0.2
플루퀸코나졸	딸기	0.5
플루퀸코나졸	마늘	0.1
플루퀸코나졸	매실	1.5
플루퀸코나졸	복숭아	1
플루퀸코나졸	사과	0.3
플루퀸코나졸	상추	0.05
플루퀸코나졸	수박	0.2
플루퀸코나졸	수삼	0.2
플루퀸코나졸	양상추	0.5
플루퀸코나졸	양파	0.2
플루퀸코나졸	엽채류	0.05
플루퀸코나졸	오디	2
플루퀸코나졸	오미자	3
플루퀸코나졸	오미자(건조)	3
플루퀸코나졸	오이	0.5
플루퀸코나졸	인과류	0.5
플루퀸코나졸	인삼농축액	0.5
플루퀸코나졸	참외	0.3
플루퀸코나졸	토마토	0.7
플루퀸코나졸	파	0.3
플루퀸코나졸	포도	0.7
플루퀸코나졸	풋마늘	2
플루퀸코나졸	피망	0.7
플루퀸코나졸	홍삼	0.5
플루퀸코나졸	홍삼농축액	0.2
플루톨라닐	감자	0.15
플루톨라닐	강낭콩	0.05
플루톨라닐	건삼	5
플루톨라닐	고구마	0.05
플루톨라닐	고추	1
플루톨라닐	근채류	0.02
플루톨라닐	당근	0.05
플루톨라닐	대두	0.2
플루톨라닐	더덕	0.05
플루톨라닐	도라지	0.05
플루톨라닐	들깨	2
플루톨라닐	들깻잎	30
플루톨라닐	딸기	5
플루톨라닐	마	0.05
플루톨라닐	마(건조)	0.05
플루톨라닐	마늘	0.05
플루톨라닐	바질	7
플루톨라닐	배추	0.5
플루톨라닐	보리	0.3
플루톨라닐	부추	10
플루톨라닐	브로콜리	0.1
플루톨라닐	비트(뿌리)	0.2
플루톨라닐	비트(잎)	30
플루톨라닐	생강	2
플루톨라닐	수삼	1
플루톨라닐	쌀	1
플루톨라닐	양배추	0.05
플루톨라닐	양상추	0.7
플루톨라닐	양파	0.05
플루톨라닐	엇갈이배추	1.5
플루톨라닐	엽경채류	10
플루톨라닐	엽채류	15
플루톨라닐	오디	5
플루톨라닐	인삼농축액	4
플루톨라닐	참깨	0.05
플루톨라닐	취나물	7
플루톨라닐	케일	2
플루톨라닐	풋마늘	0.05
플루톨라닐	풋콩	0.05
플루톨라닐	피망	1
플루톨라닐	홍삼	1
플루톨라닐	홍삼농축액	1
플루트리아폴	가금류고기	0.02
플루트리아폴	가금류부산물	0.03
플루트리아폴	감	0.5
플루트리아폴	감귤	2
플루트리아폴	겨자채	7
플루트리아폴	결구엽채류(배추 제외)	1
플루트리아폴	대두	0.4
플루트리아폴	대추	7
플루트리아폴	대추(건조)	15
플루트리아폴	딸기	1.5
플루트리아폴	땅콩	0.09
플루트리아폴	레몬	2
플루트리아폴	매실	1
플루트리아폴	모과	1.5
플루트리아폴	밀	0.15
플루트리아폴	바나나	0.3
플루트리아폴	밤	0.03
플루트리아폴	배	0.5
플루트리아폴	보리	1.5
플루트리아폴	복숭아	1
플루트리아폴	블루베리	5
플루트리아폴	사과	1
플루트리아폴	살구	0.5
플루트리아폴	상추	5
플루트리아폴	석류	1.5
플루트리아폴	수수	1.5
플루트리아폴	시금치	10
플루트리아폴	아몬드	0.6
플루트리아폴	알	0.01
플루트리아폴	양상추	1.5
플루트리아폴	옥수수	0.01
플루트리아폴	유	0.01
플루트리아폴	유자	2
플루트리아폴	자두	1
플루트리아폴	체리	0.8
플루트리아폴	키위	3
플루트리아폴	포도	5
플루트리아폴	포유류고기	0.02
플루트리아폴	포유류부산물	0.5
플루트리아폴	호프	20
플루티아닐	고려엉겅퀴	1.5
플루티아닐	고추	0.5
플루티아닐	고춧잎	3
플루티아닐	곤달비	0.7
플루티아닐	구기자	0.2
플루티아닐	돌나물	2
플루티아닐	돼지감자	0.05
플루티아닐	딸기	0.3
플루티아닐	멜론	0.05
플루티아닐	배추	0.3
플루티아닐	복분자	0.07
플루티아닐	부추	0.3
플루티아닐	블루베리	0.2
플루티아닐	비트(뿌리)	0.05
플루티아닐	비트(잎)	1.5
플루티아닐	산수유	0.05
플루티아닐	산수유(건조)	0.2
플루티아닐	상추	1
플루티아닐	수박	0.05
플루티아닐	쑥	0.7
플루티아닐	양상추	1
플루티아닐	어수리	1.5
플루티아닐	여주	0.09
플루티아닐	엽경채류	0.2
플루티아닐	엽채류	1
플루티아닐	오디	0.1
플루티아닐	오미자	0.5
플루티아닐	오미자(건조)	1
플루티아닐	오이	0.05
플루티아닐	유채	2
플루티아닐	유채씨	0.05
플루티아닐	참깨	0.05
플루티아닐	참나물	0.7
플루티아닐	참외	0.05
플루티아닐	체리	0.4
플루티아닐	팥	0.05
플루티아닐	포도	0.7
플루티아닐	피망	0.5
플루티아닐	해바라기씨	0.7
플루티아닐	호박	0.1
플루티아닐	호박잎	5
플루티아닐	호프	2
플루티아닐	홍화씨	0.1
플루티아셋-메틸	감	0.05
플루티아셋-메틸	감귤	0.05
플루티아셋-메틸	감자	0.05
플루티아셋-메틸	건삼	0.05
플루티아셋-메틸	고추	0.05
플루티아셋-메틸	대두	0.05
플루티아셋-메틸	대추	0.05
플루티아셋-메틸	대추(건조)	0.05
플루티아셋-메틸	마늘	0.05
플루티아셋-메틸	매실	0.05
플루티아셋-메틸	무(뿌리)	0.05
플루티아셋-메틸	무(잎)	0.05
플루티아셋-메틸	배	0.05
플루티아셋-메틸	배추	0.05
플루티아셋-메틸	복숭아	0.05
플루티아셋-메틸	사과	0.05
플루티아셋-메틸	살구	0.03
플루티아셋-메틸	수삼	0.05
플루티아셋-메틸	쌀	0.05
플루티아셋-메틸	양배추	0.03
플루티아셋-메틸	양파	0.05
플루티아셋-메틸	엇갈이배추	0.05
플루티아셋-메틸	옥수수	0.05
플루티아셋-메틸	유자	0.05
플루티아셋-메틸	자두	0.05
플루티아셋-메틸	참깨	0.05
플루티아셋-메틸	파	0.05
플루티아셋-메틸	풋마늘	0.05
플루티아셋-메틸	풋콩	0.05
플루티아셋-메틸	피망	0.05
플루페녹수론	가금류고기	0.01
플루페녹수론	가지	0.5
플루페녹수론	감	0.5
플루페녹수론	감귤	1
플루페녹수론	감자	0.05
플루페녹수론	갓	6
플루페녹수론	강황	0.05
플루페녹수론	갯개미자리	5
플루페녹수론	고추	1
플루페녹수론	고춧잎	3
플루페녹수론	공심채	10
플루페녹수론	구기자	1.5
플루페녹수론	구기자(건조)	7
플루페녹수론	근대	7
플루페녹수론	기장	0.5
플루페녹수론	녹두	0.05
플루페녹수론	녹차추출물	35
플루페녹수론	당귀(잎)	20
플루페녹수론	당근	0.05
플루페녹수론	대두	0.3
플루페녹수론	대추	1
플루페녹수론	대추(건조)	2
플루페녹수론	도라지	0.2
플루페녹수론	둥굴레(뿌리)	0.05
플루페녹수론	둥굴레(뿌리, 건조)	0.05
플루페녹수론	둥굴레(잎)	20
플루페녹수론	들깨	0.3
플루페녹수론	들깻잎	10
플루페녹수론	딸기	0.3
플루페녹수론	레몬	0.2
플루페녹수론	마늘	0.05
플루페녹수론	망고	0.2
플루페녹수론	매실	2
플루페녹수론	멜론	0.08
플루페녹수론	무(뿌리)	0.05
플루페녹수론	무(잎)	3
플루페녹수론	무화과	1.5
플루페녹수론	미나리	5
플루페녹수론	방울다다기양배추	3
플루페녹수론	배	0.7
플루페녹수론	배추	1
플루페녹수론	배추(건조)	2
플루페녹수론	보리	0.7
플루페녹수론	복분자	1
플루페녹수론	복숭아	1
플루페녹수론	부추	3
플루페녹수론	브로콜리	0.1
플루페녹수론	블루베리	1
플루페녹수론	비름나물	7
플루페녹수론	비트(뿌리)	0.2
플루페녹수론	비트(잎)	15
플루페녹수론	사과	0.7
플루페녹수론	살구	2
플루페녹수론	상추	10
플루페녹수론	생강	0.09
플루페녹수론	셀러리	5
플루페녹수론	수박	0.05
플루페녹수론	순무	0.05
플루페녹수론	시금치	6
플루페녹수론	신선초	15
플루페녹수론	쑥갓	5
플루페녹수론	아로니아	1
플루페녹수론	아마란스(씨)	0.5
플루페녹수론	아욱	7
플루페녹수론	알	0.01
플루페녹수론	앵두	1.5
플루페녹수론	양배추	3
플루페녹수론	양상추	10
플루페녹수론	양송이버섯	0.05
플루페녹수론	엇갈이배추	3
플루페녹수론	여주	0.15
플루페녹수론	엽경채류	2
플루페녹수론	엽채류	7
플루페녹수론	오렌지	0.2
플루페녹수론	오미자	0.9
플루페녹수론	오이	0.5
플루페녹수론	옥수수	0.05
플루페녹수론	완두	0.3
플루페녹수론	용과	0.7
플루페녹수론	우엉	0.07
플루페녹수론	유자	0.2
플루페녹수론	율무	0.5
플루페녹수론	자두	0.2
플루페녹수론	조	0.5
플루페녹수론	차	10
플루페녹수론	참깨	0.1
플루페녹수론	참나물	5
플루페녹수론	참외	0.7
플루페녹수론	청경채	2
플루페녹수론	체리	1
플루페녹수론	취나물	6
플루페녹수론	케일	6
플루페녹수론	토란	0.05
플루페녹수론	토마토	0.05
플루페녹수론	파	1
플루페녹수론	파슬리	6
플루페녹수론	패션프루트	0.7
플루페녹수론	풋콩	1
플루페녹수론	피망	1
플루페녹수론	호박	0.1
플루페녹수론	호박잎	30
플루페녹수론	호프	5
플루페녹수론	홍화씨	0.3
플루피라디퓨론	가지	1
플루피라디퓨론	감귤	2
플루피라디퓨론	감귤류	3
플루피라디퓨론	감자	0.05
플루피라디퓨론	갯기름나물	25
플루피라디퓨론	건삼	0.5
플루피라디퓨론	견과류	0.02
플루피라디퓨론	고추	1.5
플루피라디퓨론	곡류(쌀 제외)	3
플루피라디퓨론	근대	15
플루피라디퓨론	꾸지뽕(열매)	0.5
플루피라디퓨론	꾸지뽕(잎)	10
플루피라디퓨론	다래	0.7
플루피라디퓨론	당귀(잎)	15
플루피라디퓨론	당근	0.9
플루피라디퓨론	돌나물	15
플루피라디퓨론	두류	1.5
플루피라디퓨론	들깻잎	15
플루피라디퓨론	딸기	1.5
플루피라디퓨론	마가목(열매)	1.5
플루피라디퓨론	머위	15
